timestamp,type,price,total_asset
11:01:21,BUY,110248000.0,0
11:02:01,SELL,110281000.0,99929927.59074995
11:03:48,BUY,110262000.0,0
13:56:05,BUY,110470000.0,0
13:59:45,SELL,110506000.0,99932580.45306419
13:59:55,BUY,110506000.0,0
16:32:28,BUY,110502000.0,0
